constructionyear;locality;organbuilder;architect;stopsnumber;manualsnumber;pedals;oc_lat;oc_lng;oc_formatted
1968;Skovshoved Kirke ;Th. Frobenius & Sønner;Erik Møller.;24;3;Pedal;55.762562;12.59273;Skovshoved Kirke, Krøyersvej, 2930 Klampenborg, Denmark
1995;Skrave Kirke ;Anders Havgaard Rasmussen;;7;1;Pedal;55.4108866;9.106835;Skrave Kirke, Skravevej, 6630 Rødding, Denmark
1987;Skydebjerg Kirke ;Marcussen & Søn;;7;1;Pedal;55.3616686;10.0471119;Skydebjerg Kirke, Kirkevej, 5560 Aarup, Denmark
1971;Skørping Nykirke ;Jydsk Orgelbyggeri;;14;2;Pedal;56.8331546;9.8905831;Skørping Nykirke, Nykirkevej, 9520 Skørping, Denmark
1989;Smørum Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;16;2;Pedal;55.7338096;12.2783296;Elmehøj, Smørum Kirke, Skebjergvej, 2765 Smørum, Denmark
1993;Snedsted Kirke ;Bruno Christensen & Sønner;Arkitekterne, Thisted, v/Olaf Brush. [Medd. af orgelbyggeriet 1994].;16;2;Pedal;56.8942443;8.5407786;Snedsted Kirke, Snedstedvej, 7752 Snedsted, Denmark
1989;Sorgenfri Kirke ;Th. Frobenius & Sønner;;36;3;Pedal;55.7800111;12.4803542;Sorgenfri Kirke, Hummeltoften, 2830 Virum, Denmark
1844;Sottrup Kirke ;Marcussen & Reuter;;15;2;Pedal;54.9489082;9.6929236;Vester Sottrup Kirke, Kirkeagervej, Vester Sottrup, Denmark
1920;Starup Kirke ;Marcussen & Søn;;13;2;Pedal;55.2484099;9.5324405;Sønder Starup Kirke, Starup Hedevej, 6100 Haderslev, Denmark
1945;Stenderup Kirke ;Th. Frobenius & Sønner;Fin Ditlevsen.;5;1;(Intet Pedal);55.6949719;8.8409957;Stenderup Kirke, Østergaardsvej, Stenderup, Denmark
1898;Stenløse Kirke ;A.H. Busch & Sønner;;5;1;Anhangspedal;55.7672103;12.1978939;Stenløse Kirke, Engholmvej, 3660 Stenløse, Denmark
1956;Sundby Kirke ;Th. Frobenius & Co;;7;1;Pedal;55.660867;12.6052788;Sundby Kirke, Frankrigsgade, 2300 København S, Denmark
1960;Svindinge Kirke ;I. Starup & Søn;;6;2;Pedal;55.2167153;10.6868939;Svindinge Kirke, Svendborgvej, Svindinge, Denmark
1990;Sæby Kirke ;Albert E. Lang;HS Rådgivning, Slagelse.;12;2;Pedal;57.3331953;10.5287049;Sankt Mariæ Kirke, Strandgade, 9300 Sæby, Denmark
1993;Særløse Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;Muligvis Per Axelsen, Roskilde. [Se noter].;11;2;Pedal;55.5777;11.9168212;Særløse Kirke, Særløsevej, Lejre Kommune, Denmark
1984;Søby Kirke ;Th. Frobenius & Sønner;;10;2;Pedal;54.9385696;10.2568185;Søby Kirke, Langebro, 5985 Søby, Denmark
1960;Sønder Omme Kirke ;Marcussen & Søn;> Helge Andreassen [Se noter].;7;1;Pedal;55.8391788;8.8924176;Sønder Omme Kirke, Kirke Alle, 7260 Sønder, Denmark
1955;Tanderup Kirke ;I. Starup & Søn;Mogens Koch.;12;2;Pedal;55.3664426;9.9067122;Tanderup Kirke, Tanderupvej, Middelfart Municipality, Denmark
1971;Terslev Kirke ;Frederiksborg Orgelbyggeri;;7;2;Pedal;55.3758126;11.9641928;Terslev Kirke, Terslev Bygade, 4690 Haslev, Denmark
1974;Them Kirke ;Marcussen & Søn;;16;2;Pedal;56.0945586;9.5493452;Them Kirke, Silkeborgvej, 8653 Them, Denmark
1972;Thisted Kirke ;Th. Frobenius & Sønner;;46;3;Pedal;56.9546505;8.6891269;Thisted Kirke, Vestergade, Thisted, Denmark
1969;Thisted Kirke;Klaus Becker;;3;1;(Intet Pedal);56.9546505;8.6891269;Thisted Kirke, Vestergade, Thisted, Denmark
1855;Thyrsting Kirke ;P.U.F. Demant;;5;1;(Intet Pedal);NA;NA;NA
1960;Tjæreby Kirke ;Th. Frobenius & Co;;5;1;Pedal;55.2469138;11.3601784;Tjæreby Kirke, Kirkevej, Slagelse Municipality, Denmark
1994;Tornbjerg Kirke ;P. Bruhn & Søn;;18;2;Pedal;55.3701406;10.45753;Tornbjerg Kirke, Skærmhatten, 5220 Odense SØ, Denmark
1850 (?);Tranderup Kirke ;Peter Mortensen Gudme;;4;1;(Intet Pedal);54.8723457;10.3573047;Tranderup Kirke, Tranderupvej, 5970 Ærøskøbing, Denmark
1966;Tullebølle Kirke ;Th. Frobenius & Co;;10;2;Pedal;54.959176;10.8023658;Tullebølle Kirke, Kirkesti, Tullebølle, Denmark
1995;Tyrsted Kirke ;Bruno Christensen & Sønner;Vilhelmsen, Marxen og Bech-Jensen.;13;2;Pedal;55.8270505;9.853823;Tyrsted kirke, Tyrsted, Horsens, Central Denmark Region, Denmark
1973;Tyrstrup Kirke ;P. Bruhn & Søn;;21;2;Pedal;55.352494;9.4851164;Tyrstrup Kirke, Gammel Kongevej, 6070 Christiansfeld, Denmark
1860 (?);Tystrup Kirke ;Peter Mortensen Gudme;;4;1;(Intet Pedal);55.3616058;11.5639912;Tystrup Kirke, Bakkegårdsvej, 4250 Fuglebjerg, Denmark
1966;Tølløse Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;Rolf Graae.;6;1;Pedal;55.6147241;11.7453483;Tølløse Kirke, Nybyvej, 4340 Tølløse, Denmark
1946;Tønder Kirke ;Th. Frobenius & Co;;37;3;Pedal;55.0569946;8.9504227;Løgumkloster Kirke, Refugievej, 6240 Løgumkloster, Denmark
1978;Tønning Kirke ;P. Bruhn & Søn;Orgelbyggeren. [Iflg. medd. fra denne].;6;1;Pedal;55.9884822;9.6617801;Tønning Kirke, Skolebakken, 8740 Brædstrup, Denmark
1994;Tårs Kirke ;Th. Frobenius & Sønner;Arkitektfirma Brøgger.;24;2;Pedal;57.3843216;10.1162064;Tårs Kirke, Bredgade, 9830 Tårs, Denmark
1996;Udlejre Kirke ;P.G. Andersen & Bruhn;Jens Munk eller Niels Munch [se noter].;22;2;Pedal;55.7938922;12.1531337;Udlejre Kirke, Ørnebjergvej, 3650 Ølstykke, Denmark
1971;Ullerup Kirke ;Marcussen & Søn;;15;2;Pedal;54.9656575;9.6626201;Ullerup Kirke, Kirkepold, Ullerup, Denmark
1977;Understed Kirke ;Bruno Christensen & Sønner;;7;1;Pedal;57.3698911;10.4597835;Understed Kirke, Understedvej, Frederikshavn Municipality, Denmark
1993;Vadum Kirke ;Bruno Christensen & Sønner;Brøgger, arkitektfirma A/S, Gistrup. [Medd. fra orgelbyggeriet 1994].;14;2;Pedal;57.1130742;9.8854203;Vadum Kirke, Brorholtvej, 9430 Vadum, Denmark
1971;Vallekilde Kirke ;Jensen & Thomsen;Orgelbyggeriet. [Se noter].;7;1;Pedal;55.7423143;11.4229541;Vallekilde Kirke, Kirkestien, 4534 Hørve, Denmark
1980;Frederikssund Kirke ;P. Bruhn & Søn;Rolf Graae [iflg. medd. fra orgelbyggeriet 1981].;20;2;Pedal;55.8386381;12.0692247;Frederikssund Kirke, Ventevej, 3600 Frederikssund, Denmark
1981;Vejlby Kirke ;Jydsk Orgelbyggeri;Gravers & Malling.;16;2;Pedal;56.1951459;10.2118118;Vejlby Kirke, Filosofgangen, 8240 Risskov, Denmark
1988;Vejle, Sct. Johannes Kirke;Bruno Christensen & Sønner;;6;1;Pedal;55.7148279;9.5237005;Sankt Johannes Kirke, Johannesgade, 7100 Vejle, Denmark
1969;Vejle, Sct. Nicolai Kirke ;Th. Frobenius & Sønner;;30;3;Pedal;NA;NA;NA
1977;Venø Kirke ;P. Bruhn & Søn;> Typeorgel [Se noter]. Orglet er tegnet af orgelbyggeriet [iflg. meddelelse fra dette].;5;1;Pedal;56.5505887;8.6236326;Venø Kirke, Klitten, Venø By, Denmark
1987;Vester Assels Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal;56.7012276;8.6471249;Vester Assels Kirke, Hovedstrædet, 7970 Redsted, Denmark
1979;Vester Starup Kirke ;Jydsk Orgelbyggeri;;5;1;(Intet Pedal);55.646372;8.8068261;Vester Starup Kirke, Smedebakken, 6753 Agerbæk, Denmark
1966;Viborg Domkirke ;Marcussen & Søn;Thomas Havning. [Iflg. Nyholm, Hans: Kirkeorgler i Danmark. Turistårbogen 1987, s. 58-73].;64;4;Pedal;56.4505215;9.4125336;Viborg Cathedral, Domkirkestræde, 8800 Viborg, Denmark
1993;Viborg, Houlkær Kirke ;P. Bruhn & Søn;[Intet oplyst i orgelbyggeriets indberetning 1994].;15;2;Pedal;56.4626239;9.4502706;Houlkær Kirke, Gymnasiestien, Viborg, Denmark
1945;Vig Kirke ;Th. Frobenius & Co;Mogens Koch.;10;2;Pedal;55.8509784;11.5837477;Vig Kirke, Ellekildevej, 4560 Vig, Denmark
1942;Vilslev Kirke ;Th. Frobenius & Co;Professor Werner March, Berlin (den tyske skoles arkitekt). [Se noter].;8;1;Pedal;55.3959129;8.7026779;Vilslev Kirke, Vesterbyvej, 6771 Gredstedbro, Denmark
1979;Vinding Kirke ;Bruno Christensen & Sønner;;5;1;Pedal;55.67098;9.5731056;Vinding Kirke, Svinholtvej, 7100 Vejle, Denmark
1992;Vindinge Kirke ;Jensen & Thomsen;1968: Holger Jensen [iflg. meddelelse fra Jensen & Thomsen 1993]. 1992: Orgelbyggeriet. [Iflg. meddelelse fra orgelbyggeriet 1993].;12;2;Pedal;55.6254769;12.1376011;Vindinge Kirke, Ved Kirken, Vindinge, Denmark
1997;Virklund Kirke ;Th. Frobenius & Sønner;Arkitekter: Inger & Johannes Exner. [Iflg. medd. fra kirken november 1994].;12;2;Pedal;56.1300955;9.557744;Virklund Kirke, Digevangsvej, 8653 Them, Denmark
1898;Vivild Kirke ;Knud Olsen;;15;2;Pedal;56.4828385;10.4465737;Vivild Kirke, Langgade, 8961 Allingåbro, Denmark
1961;Voer Kirke ;I. Starup & Søn;;4;1;Anhangspedal;56.5219326;10.2683728;Voer Kirke, Voer Færgevej, Voer, Denmark
1974;Voerladegård Kirke ;Jydsk Orgelbyggeri;Hans Winther.;7;1;Pedal;56.0260863;9.7355548;Voerladegård Kirke, Kirkestien, Voerladegård, Denmark
1969;Vokslev Kirke ;Th. Frobenius & Sønner;;6;1;Pedal;56.9664423;9.6838795;Vokslev Kirke, Hobrovej, Aalborg Municipality, Denmark
1990;Vorbasse Kirke ;P. Bruhn & Søn;;12;2;Pedal;55.6315874;9.0874539;Vorbasse Kirke, Kirkegade, 6623 Vorbasse, Denmark
1946;Vråby Kirke ;Th. Frobenius & Co;Mogens Koch.;6;1;Anhangspedal;55.3442835;12.1612033;Vråby Kirke, Lerskovvej, Stevns Municipality, Denmark
1999;Ølby Kirke ;Gunnar Fabricius Husted;Inger & Johannes Exner.;19;2;Pedal;55.4816747;12.1768295;Ølby Kirke, Ølbycenter, 4600 Køge, Denmark
1980;Ølsted Kirke ;Gunnar Fabricius Husted;;11;2;Pedal;55.9213099;12.0731426;Ølsted Kirke, Hovedgaden, 3310 Ølsted, Denmark
1963;Ørum Kirke ;Th. Frobenius & Co;Leopold Teschl [Christensen 2018].;5;1;Pedal;55.7388409;9.7448411;Ørum Kirke, Kirkebuen, 8721 Daugård, Denmark
1960;Øster Brønderslev Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal;57.2483323;9.9995351;Øster Brønderslev Kirke, Elmevej, Øster Brønderslev, Denmark
1869;Øster Hæsinge Kirke ;J.A. Demant;;6;1;Pedal;55.1814115;10.3148142;Øster Hæsinge Kirke, Øster Hæsingevej, Faaborg-Midtfyn Municipality, Denmark
1969;Øster Snede Kirke ;Th. Frobenius & Sønner;;8;1;Pedal;55.7969449;9.6408497;Øster Snede Kirke, Lindvedvej, Øster Snede, Denmark
1977;Aalborg, Ansgars Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;46;3;Pedal;NA;NA;NA
1929;Aalborg, Ansgars Kirke;Th. Frobenius & Co;;27;2;Pedal;NA;NA;NA
1959;Aalborg, Budolfi Kirke ;Th. Frobenius & Co;> Leopold Teschl (rygpositiv 1959 - fjernet 2008). > Facaderestaurering 1959: Restaurering og nystaffering ved kirkemaler, konservator Johs. Th. Madsen. > Leif Høeg (nyt rygpositiv 2008) [Orglet 2009,1, s. 49].;43;3;Pedal;57.0478973;9.9194378;Budolfi Church, Gammeltorv, 9000 Aalborg, Denmark
1928;Aarhus Domkirke ;Th. Frobenius & Co;;98;4;Pedal;56.1568544;10.2106463;Aarhus Cathedral, Store Torv, 8000 Aarhus C, Denmark
1979;Aarhus, Sct. Johannes Kirke ;Marcussen & Søn;;36;3;Pedal;NA;NA;NA
1967;Aarhus, Sct. Markus Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;41;3;Pedal;NA;NA;NA
1981;Åstrup Kirke ;Bruno Christensen & Sønner;;10;2;Pedal;54.8479084;12.0842448;Aastrup Kirke, Kirkebakken, 4871 Horbelev, Denmark
1994;Åstrup Kirke ;Marcussen & Søn;Rolf Graae. ;15;2;Pedal;54.8479084;12.0842448;Aastrup Kirke, Kirkebakken, 4871 Horbelev, Denmark
1970;Agerø Kirke ;Bruno Christensen;;4;1;(Intet Pedal);56.712833;8.57535;Agerø Kirke, Agerøvej, 7960 Karby, Denmark
1968;Ajdt Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal;NA;NA;NA
1973;Allerup Kirke ;Bruno Christensen;> Ebbe Lehn Petersen [Se noter].;7;1;Pedal;55.3376998;10.4718287;Allerup Kirke, Allerup Bygade, 5220 Odense SØ, Denmark
1964;Allindemagle Kirke ;I. Starup & Søn;;7;2;Pedal;55.5031933;11.7177167;Allindemagle Kirke, Øvej, 4370 Store, Denmark
1983;Almind Kirke ;Th. Frobenius & Sønner;Bent Theilgaard [Se noter].;7;1;Pedal;55.5657725;9.488677;Almind Kirke, Vestergade, 6051 Almind, Denmark
1979;Als Kirke ;Marcussen & Søn;;15;2;Pedal;56.7552938;10.2943558;Als Kirke, Hulvejen, Als, Denmark
1992;Anholt Kirke ;Marcussen & Søn;Sv. Aage Kirkegaard.;7;1;Pedal;56.7034952;11.5443611;Anholt Kirke, Østervej, 8592 Anholt, Denmark
1993;Ans Kirke ;Marcussen & Søn;Rolf Graae.;15;2;Pedal;56.307355;9.5929403;Ans Kirke, Østre Langgade, 8643 Ans, Denmark
1981;Arrild Kirke ;Marcussen & Søn;;6;1;Pedal;55.149209;8.9615614;Arrild Kirke, Krovej, Arrild, Denmark
1964;Assens Kirke ;Marcussen & Søn;Arkitekt: Poul-Gerhard Andersen. [Iflg. folder om kirken (bilag)].;35;3;Pedal;56.6798529;10.0625575;Assens Kirke, Kønigsfeldtsvej, Assens, Denmark
1994;Astrup Kirke ;P. Bruhn & Søn;;18;2;Pedal;54.8479084;12.0842448;Aastrup Kirke, Kirkebakken, 4871 Horbelev, Denmark
1992;Avlum Kirke ;Marcussen & Søn;Arkitekterne, Thisted. [Ifølge meddelelse fra orgelbyggeriet 1993].;18;2;Pedal;NA;NA;NA
1970;Ballerup Kirke ;P. Bruhn;Poul-Gerhard Andersen [jf. Dansk Orgelaarbog 1987-1989, s. 15].;17;2;Pedal;55.7322392;12.3613458;Ballerup Kirke, Centrumgaden, 2750 Ballerup, Denmark
1972;Barrit Kirke ;Th. Frobenius & Sønner;Inger og Johannes Exner [Se noter].;6;1;Pedal;55.7203221;9.8783875;Barrit Kirke, Kirkebro, 7150 Barrit, Denmark
1994;Bedsted Kirke ;Marcussen & Søn;"""Arkitekterne, Thisted"" [Iflg. medd. fra orgelbyggeriet 1995]. Ib Lydholm.";12;2;Pedal;55.0584184;9.1057096;Bedsted Kirke, Kirkegade, Bedsted, Denmark
1993;Blåhøj Kirke ;Th. Frobenius & Sønner;Hans Vinther i samarbejde med orgelbyggeriet. Se noter.;8;2;Pedal;55.8514964;9.0155109;Blåhøj Kirke, Blåhøj Kirkevej, Ikast-Brande Municipality, Denmark
1954;Bov Kirke ;Marcussen & Søn;;14;2;Pedal;54.8410584;9.3679669;Bov Kirke, Kirkevej, 6330 Padborg, Denmark
1964;Brande Kirke ;Jydsk Orgelbyggeri;Edv. Thomsen.;4;1;Anhangspedal;55.9453154;9.125056;Brande Kirke, Storegade, 7330 Brande, Denmark
1877;Roholte Kirke ;J.A. Demant;;13;2;Pedal;55.1955121;12.0907746;Roholte Kirke, Vindbyholtvej, Faxe Municipality, Denmark
1968;Nimtofte Kirke ;Marcussen & Søn;;14;2;Pedal;56.4083232;10.5662251;Nimtofte Kirke, Ryomgaardvej, 8581 Nimtofte, Denmark
1967;Bregninge Kirke ;Frederiksborg Orgelbyggeri;N.M. Nielsen.;17;2;Pedal;54.7051352;11.6880432;Bregninge Kirke, Grønnegadevej, 4880 Nysted, Denmark
1941;Bregninge Kirke ;Marcussen & Søn;> Poul-Gerhard Andersen. Dekorationer: Erik Pedersen. [Se noter]. ;14;2;Pedal;54.7051352;11.6880432;Bregninge Kirke, Grønnegadevej, 4880 Nysted, Denmark
1952;Brenderup Kirke ;Th. Frobenius & Co;;11;2;Pedal;55.4805425;9.9809161;Brenderup Kirke, Kirkevej, 5464 Brenderup, Denmark
1974;Bryrup Kirke ;Bruno Christensen & Sønner;Preben Thorsen.;13;1;Pedal;56.0254094;9.5125305;Bryrup Kirke, Kirkevej, 8654 Bryrup, Denmark
1984;Brøndby Strand Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;35;3;Pedal;55.6228174;12.4192681;Brøndby Strand Kirke, Brøndby Strand Centrum, 2660 Brøndby, Denmark
1972;Brønderslev Kirke ;Th. Frobenius & Sønner;Leopold Teschl.;33;3;Pedal;57.2682286;9.9527033;Brønderslev Kirke, Krogensgade, 9700 Brønderslev, Denmark
1955;Brørup Kirke ;Th. Frobenius & Co;Rud. Gram.;6;1;Pedal;55.5016104;8.9892195;Brørup Kirke, Esbjergvej, 6650 Brørup, Denmark
1986;Darum Kirke ;Anders Havgaard Rasmussen;;11;2;Pedal;55.4309967;8.6472602;Darum Kirke, Darum Kirkesti, Store Darum, Denmark
1989;Dejbjerg Kirke ;Marcussen & Søn;Vilhelmsen & Kristensen [Se noter].;7;1;Pedal;55.999758;8.419676;Dejbjerg Kirke, Bundsbækvej, 6940 Lem, Denmark
1983;Egebjerg Kirke ;Gunnar Fabricius Husted;Rolf Graae.;13;2;Pedal;55.8452026;11.6804005;Egebjerg Kirke, Kirkesti, Egebjerg, Denmark
1973;Ejstrup Kirke ;Th. Frobenius & Sønner;Aage Kristensen og Bent Meyer. [Se noter].;7;1;Pedal;55.9827066;9.2868632;Ejstrup Kirke, Stationsvej, 7361 Ejstrupholm, Denmark
1992;Engestofte Kirke ;P. Bruhn & Søn;;7;1;Pedal;54.7625007;11.5628612;Engestofte Kirke, Søvej, Guldborgsund Municipality, Denmark
1968;Engum Kirke ;Th. Frobenius & Co;;13;2;Pedal;55.7409095;9.6579356;Engum Kirke, Engumvej, 7120 Vejle, Denmark
1993;Everdrup Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;10;2;Pedal;55.2014357;11.9568489;Everdrup Kirke, Kildebakken, 4733 Tappernøje, Denmark
1963;Reerslev Kirke ;Th. Frobenius & Co;;10;2;Pedal;55.622625;12.1854827;Reerslev Kirke, Brandhøjgårdsvej, 4030 Tune, Denmark
1957;Fjeldsø Kirke ;Jydsk Orgelbyggeri;Leopold Teschl.;5;1;Anhangspedal;NA;NA;NA
1960;Flejsborg Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal;56.866314;9.3423401;Flejsborg Kirke, Gattenvej, Vesthimmerland Municipality, Denmark
1988;Foldby Kirke ;Jydsk Orgelbyggeri;> Niels Brams [iflg. meddelelse fra orgelbyggeriet].;15;2;Pedal;56.2505585;10.0215671;Foldby Kirke, Kirkevej, 8471 Sabro, Denmark
1987;Folding Kirke ;Bruno Christensen & Sønner;Alan Havsteen Mikkelsen [iflg. medd. fra orgelbyggeriet 1988].;14;2;Pedal;55.4566053;9.0129742;Folding Kirke, Folding Kirkevej, 6650 Brørup, Denmark
1960;Fraugde Kirke ;Th. Frobenius & Co;;10;2;Pedal;55.3541168;10.4877044;Fraugde Kirke, Fraugdevej, 5220 Odense SØ, Denmark
1984;Fruering Kirke ;Th. Frobenius & Sønner;Inger & Johannes Exner.;14;2;Pedal;56.0336975;9.9916599;Fruering Kirke, Fruering Kirkevej, Fruering, Denmark
1993;Fræer Kirke ;Marcussen & Søn;> Arkitektfirma Brøgger, Gistrup. [Iflg. medd. fra orgelbyggeriet 1994].;10;2;Pedal;56.8588076;9.9306394;Fræer Kirke, Fræervej, 9520 Skørping, Denmark
1969;Fuglebjerg Kirke ;Frederiksborg Orgelbyggeri;> Søren Lotz.;7;1;Pedal;55.3056567;11.5484873;Fuglebjerg Kirke, Næstvedvej, 4250 Fuglebjerg, Denmark
1966;Føvling Kirke ;Th. Frobenius & Co;Rolf Graae og Sv.Aa. Aakjær i samarbejde med orgelbyggeriet.;7;1;Pedal;55.9362777;9.6054466;Føvling Kirke, Føvlingvej, 8740 Brædstrup, Denmark
1962;Fårevejle Kirke ;Th. Frobenius & Sønner;Georg Palludan. [Se noter].;10;2;Pedal;55.8025332;11.4426528;Fårevejle Kirke, Enghavevej, 4540 Fårevejle, Denmark
1976;Gentofte Kirke ;Th. Frobenius & Sønner;> Marinus Andersen.;35;3;Pedal;55.7500174;12.5417597;Gentofte Kirke, Gentoftegade, 2820 Gentofte, Denmark
1993;Gerding Kirke ;Bruno Christensen & Sønner;> Orgelbyggeren [Meddelt 1994 af orgelbyggeriet].;4;1;(Intet Pedal);56.8937287;9.954208;Gerding Kirke, Sankt Jørgens Vej, Rebild Municipality, Denmark
1938;Gislinge Kirke ;Marcussen & Søn;> Antagelig orgelbyggeriet [Se noter].;7;1;Pedal;55.7350764;11.5445781;Gislinge Kirke, Kirkevej, 4532 Gislinge, Denmark
1936;Gjesing Kirke ;Th. Frobenius & Co;;6;1;Anhangspedal;55.5077352;8.4474924;Gjesing Kirke, Ulvevej, 6715 Esbjerg N, Denmark
1985;Gjesing Kirke ;P. Bruhn & Søn;Niels Munk (kirkens arkitekt), iflg. medd. fra orgelbyggeriet. Projekttegning gengivet i annonce i Orglet 1984,1, s.13.;20;2;Pedal;55.5077352;8.4474924;Gjesing Kirke, Ulvevej, 6715 Esbjerg N, Denmark
1984;Gladsaxe Kirke ;Jensen & Thomsen;;30;3;Pedal;55.7394234;12.4726028;Gladsaxe Kirke, Gladsaxe Møllevej, 2860 Søborg, Denmark
1969;Glim Kirke ;Jensen & Thomsen;;5;1;Pedal;55.6073337;12.0268205;Glim Kirke, Glimvej, Øm, Denmark
1974;Gludsted Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal);56.0323116;9.3089576;Gludsted Kirke, Smedebækvej, 7361 Ejstrupholm, Denmark
1990;Gosmer Kirke ;Bruno Christensen & Sønner;Rolf Graae og Bent Meyer [iflg. medd. fra orgelbyggeriet 1991].;12;2;Pedal;55.9301348;10.1923553;Gosmer Kirke, Troldbjergvej, 8300 Odder, Denmark
1878 (?);Granslev Kirke ;J.A. Demant;;4;1;(Intet Pedal);56.3255848;9.9081449;Granslev Kirke, Granslevbyvej, Favrskov Municipality, Denmark
1968;Gredstedbro Kirke ;Marcussen & Søn;;5;1;Pedal;55.3977827;8.7439162;Gredstedbro Kirke, Kirkegade, 6771 Gredstedbro, Denmark
1839;Hjarnø Kirke ;Marcussen & Reuter;;4;1;Anhangspedal;55.8223028;10.0692138;Hjarnø Kirke, Østre Kirkevej, Snaptun, Denmark
1963;Grindsted Kirke ;Frederiksborg Orgelbyggeri;;34;3;Pedal;55.7555812;8.9316343;Grindsted Kirke, Kirkegade, 7200 Grindsted, Denmark
1973;Grædstrup Kirke ;Jydsk Orgelbyggeri;Edv. Thomsen.;6;1;Pedal;55.9785425;9.5441083;Grædstrup Kirke, Grædstrupvej, Grædstrup, Denmark
1974 (?);Græshave Kirke ;Povl Gerhard Due;Orgelbyggeren.;10;2;Pedal;54.7766563;11.227706;Græshave Kirke, Skodsebøllevej, 4920 Søllested, Denmark
1861;Gudum Kirke ;Jens Gregersen;;11;2;Pedal;56.9501164;10.0687056;Gudum Kirke, Louisendalvej, Vaarst, Denmark
1941;Gørding Kirke ;Marcussen & Søn;Orgelbyggeriet [Se noter];12;2;Pedal;55.4825218;8.7945882;Gørding Kirke, Kirkevej, 6690 Gørding, Denmark
1820;Haderslev Domkirke;Jürgen Marcussen;;17;2;Pedal;55.2497788;9.4874693;Haderslev Domkirke, Domkirkepladsen, 6100 Haderslev, Denmark
1951;Haderslev Domkirke ;Marcussen & Søn;;73;4;Pedal;55.2497788;9.4874693;Haderslev Domkirke, Domkirkepladsen, 6100 Haderslev, Denmark
1986;Hagested Kirke ;Finn Krohn;;12;2;Pedal;55.7452669;11.6188329;Hagested Kirke, Nykøbingvej, Hagested, Denmark
1978;Haslev Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;Orgelbyggeren. [Næstved Tidende 20. marts 1978].;36;3;Pedal;55.3231907;11.9634977;Haslev Church, Kirkepladsen, 4690 Haslev, Denmark
1971;Haurvig Kirke ;Th. Frobenius & Sønner;;5;1;Pedal;55.9389398;8.1658346;Haurvig Kirke, Sønder Klitvej, 6960 Hvide, Denmark
1950;Hellerup Kirke ;Marcussen & Søn;Kai Rasmussen [Ebert 2000];33;3;Pedal;55.7343515;12.572954;Hellerup Kirke, Margrethevej, 2900 Hellerup, Denmark
1840;Hellested Kirke ;Marcussen & Reuter;;8;1;Pedal;55.329297;12.2442166;Hellested Kirke, Bygaden, 4652 Hårlev, Denmark
1947;Trængstrup Frimenighedskirke ;Frederiksborg Orgelbyggeri;;5;1;(Intet Pedal);56.841173;9.6569226;Farsø-Trængstrup Frimenighedskirke, Hyldal Møllevej, 9541 Suldrup, Denmark
1843;Helsingør, Kronborg Slotskirke ;Marcussen & Reuter;;20;2;Pedal;56.0386932;12.6221653;Kronborg Slotskirke, Kronborg, 3000 Helsingør, Denmark
1864;København, Esajas Kirke;Daniel Köhne;;4;1;(Intet Pedal);55.6924239;12.5783952;Esajas Kirke, Upsalagade, 1317 Copenhagen, Denmark
1976;Hjallerup Kirke ;Frederiksborg Orgelbyggeri;;8;2;Pedal;57.1686137;10.1740591;Hjallerup Kirke, Hjallerupvej, 9320 Hjallerup, Denmark
1920 (?);Hjardemål Klitkirke ;N.Chr. Christensen;;3;1;(Intet Pedal);NA;NA;NA
1979;Hjerm Kirke ;Th. Frobenius & Sønner;Orgelbyggeriet [Se noter];14;2;Pedal;56.4476314;8.7210605;Handbjerg Kirke, Øster Hjermvej, 7560 Hjerm, Denmark
1993;Hjermind Kirke ;Jensen & Thomsen;;6;1;Pedal;56.397312;9.6795458;Hjermind Kirke, Kirkegyden, 8850 Bjerringbro, Denmark
1994;Hjerting Kirke ;Carsten Lund;Alan Havsteen Mikkelsen [se noter].;31;3;Pedal;55.5257852;8.3568716;Hjerting Kirke, Hjerting Byvej, 6710 Esbjerg V, Denmark
1995;Hobro Kirke ;Bruno Christensen & Sønner;Arkitektfirma Brøgger, Fjellerad. [Iflg. medd. fra orgelbyggeriet februar 1995]. Ældre facade genanvendt [se nedenfor].;37;2;Pedal;56.6370395;9.7943168;Hobro Kirke, Kirketorvet, 9500 Hobro, Denmark
1963;Hodsager Kirke ;Th. Frobenius & Co;1963: Søren Jensen. 2003: Vilhelmsen, Marxen og Bech-Jensen.;6;1;Pedal;56.314269;8.8540425;Hodsager Kirke, Kirkestræde, Hodsager, Denmark
1987;Holmsland, Nysogn Kirke ;Th. Frobenius & Sønner;;8;1;Pedal;NA;NA;NA
